State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",RapeRevised,RapeLegacy,Robbery,Aggravated assault,"Property
crime",Burglary,"Larceny-
theft","Motor
vehicle theft",Arson
SD,Brookings,6,0,0,,0,6,53,12,37,4,0
SD,Brown,9,0,1,,0,8,41,11,25,5,0
SD,Butte,1,0,0,,0,1,87,11,71,5,0
SD,Campbell,1,0,0,,0,1,6,4,2,0,0
SD,Charles Mix,6,0,1,,1,4,36,20,10,6,1
SD,Clark,3,0,2,,0,1,8,3,5,0,0
SD,Clay,9,0,1,,0,8,67,30,35,2,0
SD,Codington,9,0,2,,0,7,40,3,33,4,0
SD,Corson,1,0,0,,1,0,32,7,22,3,0
SD,Davison,3,0,2,,0,1,18,5,8,5,0
SD,Deuel,1,0,0,,0,1,27,4,20,3,0
SD,Dewey,0,0,0,,0,0,0,0,0,0,0
SD,Douglas,2,0,0,,0,2,4,2,1,1,0
SD,Edmunds,2,0,0,,0,2,2,0,2,0,0
SD,Faulk,0,0,0,,0,0,14,5,9,0,1
SD,Hamlin,6,0,1,,0,5,17,4,12,1,0
SD,Harding,2,0,0,,0,2,0,0,0,0,0
SD,Hughes,7,0,1,,0,6,21,11,7,3,0
SD,Hutchinson,0,0,0,,0,0,11,9,1,1,0
SD,Jerauld,0,0,0,,0,0,0,0,0,0,0
SD,Lawrence,8,0,0,,2,6,168,14,152,2,0
SD,Marshall,9,0,5,,0,4,47,14,26,7,0
SD,McPherson,1,0,1,,0,0,14,7,4,3,0
SD,Miner,0,0,0,,0,0,6,5,1,0,0
SD,Moody,4,0,0,,0,4,12,3,9,0,0
SD,Oglala Lakota,0,0,0,,0,0,0,0,0,0,0
SD,Potter,1,0,1,,0,0,0,0,0,0,0
SD,Roberts,10,0,0,,0,10,13,4,5,4,0
SD,Sanborn,8,1,1,,0,6,29,12,16,1,1
SD,Spink,2,0,1,,0,1,38,10,28,0,0
SD,Stanley,4,0,1,,0,3,11,6,1,4,0
SD,Sully,1,0,0,,0,1,1,1,0,0,0
SD,Tripp,0,0,0,,0,0,16,0,15,1,0
SD,Walworth,4,0,1,,1,2,4,0,4,0,0
SD,Yankton,16,0,4,,0,12,38,15,16,7,0
SD,Ziebach,0,0,0,,0,0,0,0,0,0,0
TN,Anderson,99,0,2,,6,91,550,188,303,59,5
TN,Blount,412,3,20,,27,362,"1,281",410,773,98,13
TN,Bradley,204,1,9,,13,181,966,263,584,119,1
TN,Campbell,108,0,22,,4,82,601,221,325,55,3
TN,Cannon,15,0,0,,1,14,107,42,52,13,2
TN,Carter,57,1,2,,4,50,385,107,242,36,0
TN,Cheatham,84,2,9,,6,67,535,139,345,51,3
TN,Chester,18,0,1,,0,17,108,38,59,11,1
TN,Crockett,25,0,0,,0,25,147,49,87,11,1
TN,Dickson,116,2,12,,4,98,478,201,232,45,4
TN,Fayette,60,1,1,,7,51,347,116,189,42,0
TN,Grainger,43,0,5,,0,38,211,75,118,18,3
TN,Hamblen,111,0,7,,5,99,458,148,251,59,5
TN,Hamilton,283,2,38,,17,226,"1,673",419,"1,088",166,3
TN,Hartsville/Trousdale,41,0,4,,0,37,197,33,150,14,0
TN,Hawkins,74,2,7,,1,64,573,176,337,60,3
TN,Hickman,81,0,7,,1,73,430,137,251,42,1
TN,Jefferson,71,1,5,,3,62,469,146,277,46,4
TN,Knox,698,8,30,,72,588,"4,318",954,"2,962",402,24
TN,Loudon,80,1,2,,2,75,445,120,274,51,2
TN,Macon,55,1,3,,0,51,207,73,112,22,1
TN,Madison,130,0,7,,4,119,572,227,304,41,2
TN,Marion,53,0,1,,1,51,270,83,136,51,0
TN,Maury,136,2,19,,9,106,441,100,292,49,4
TN,Montgomery,113,2,5,,4,102,599,149,413,37,3
TN,Morgan,49,2,3,,4,40,334,121,170,43,2
TN,Polk,34,0,1,,1,32,393,138,205,50,2
TN,Roane,57,0,2,,5,50,447,179,232,36,1
TN,Robertson,64,1,5,,3,55,211,69,123,19,2
TN,Rutherford,261,0,18,,9,234,750,178,510,62,11
TN,Sequatchie,41,0,3,,0,38,121,29,61,31,2
TN,Shelby,607,18,28,,105,456,"2,490",667,"1,631",192,15
TN,Smith,32,0,3,,4,25,176,61,100,15,2
TN,Sullivan,324,0,46,,19,259,"1,152",276,721,155,16
TN,Sumner,113,4,20,,3,86,531,121,371,39,8
TN,Tipton,161,2,16,,12,131,567,147,351,69,4
TN,Unicoi,30,0,1,,2,27,199,30,155,14,2
TN,Union,39,0,9,,3,27,345,114,202,29,6
TN,Washington,164,0,14,,7,143,736,218,460,58,6
TN,Williamson,70,2,9,,2,57,346,93,234,19,0
TN,Wilson,113,1,6,,3,103,725,243,413,69,0
TN,Bedford,76,1,7,,0,68,283,84,168,31,3
TN,Benton,7,1,0,,0,6,180,60,111,9,0
TN,Bledsoe,18,1,2,,0,15,109,17,63,29,0
TN,Carroll,42,1,5,,1,35,142,63,58,21,0
TN,Claiborne,55,0,3,,10,42,431,184,200,47,2
TN,Clay,16,0,0,,0,16,47,11,26,10,1
TN,Cocke,144,3,6,,8,127,530,193,282,55,9
TN,Coffee,70,1,3,,1,65,275,103,151,21,2
TN,Cumberland,50,0,1,,2,47,746,224,426,96,5
TN,Decatur,22,0,1,,3,18,189,86,80,23,1
TN,DeKalb,28,0,2,,2,24,155,38,97,20,0
TN,Dyer,47,0,8,,3,36,342,71,244,27,1
TN,Fentress,21,0,6,,0,15,217,24,172,21,0
TN,Franklin,51,0,2,,1,48,161,36,107,18,3
TN,Gibson,60,0,3,,2,55,241,58,156,27,2
TN,Giles,46,0,6,,3,37,195,70,105,20,2
TN,Greene,156,1,5,,15,135,"1,015",293,567,155,11
TN,Grundy,54,0,4,,0,50,192,92,72,28,3
TN,Hancock,3,0,1,,0,2,73,17,45,11,1
TN,Hardeman,57,2,5,,8,42,283,127,123,33,6
TN,Hardin,59,1,1,,5,52,303,116,150,37,0
TN,Haywood,34,1,5,,5,23,148,61,76,11,0
TN,Henderson,66,0,4,,3,59,289,120,141,28,1
TN,Henry,60,2,5,,3,50,452,181,233,38,0
TN,Houston,11,0,0,,0,11,57,18,37,2,0
TN,Humphreys,35,0,8,,2,25,195,87,100,8,1
TN,Jackson,14,0,1,,0,13,132,44,72,16,0
TN,Johnson,116,0,0,,2,114,221,88,112,21,5
TN,Lake,1,0,0,,0,1,5,1,4,0,0
TN,Lauderdale,37,0,0,,2,35,309,102,180,27,5
TN,Lawrence,86,1,15,,4,66,429,147,238,44,3
TN,Lewis,29,0,0,,0,29,159,57,84,18,0
TN,Lincoln,101,0,8,,4,89,348,122,198,28,3
TN,Marshall,25,0,0,,2,23,70,19,44,7,0
TN,McMinn,117,0,8,,5,104,671,198,362,111,8
TN,McNairy,56,0,7,,0,49,327,52,230,45,4
TN,Meigs,40,1,2,,2,35,272,84,148,40,2
TN,Monroe,160,0,6,,5,149,881,264,501,116,1
TN,Moore,7,0,1,,1,5,67,5,61,1,1
TN,Obion,40,0,5,,0,35,209,48,149,12,4
TN,Overton,19,0,2,,0,17,214,32,171,11,3
TN,Perry,19,0,2,,1,16,107,37,60,10,1
TN,Pickett,17,0,3,,0,14,54,10,36,8,2
TN,Putnam,112,0,20,,1,91,494,66,378,50,6
TN,Rhea,46,0,5,,2,39,276,80,185,11,3
TN,Scott,37,1,2,,0,34,174,76,74,24,2
TN,Sevier,155,2,10,,10,133,"1,146",344,671,131,11
TN,Stewart,57,2,6,,0,49,133,73,49,11,1
TN,Van Buren,10,1,2,,0,7,56,11,33,12,0
TN,Warren,60,0,4,,1,55,377,100,237,40,6
TN,Wayne,37,2,2,,0,33,68,32,28,8,2
TN,Weakley,21,1,2,,0,18,136,74,51,11,1
TN,White,62,0,3,,1,58,320,50,235,35,5
TX,Aransas,91,0,18,,2,71,314,110,188,16,0
TX,Archer,11,0,1,,1,9,43,9,28,6,1
TX,Armstrong,3,0,0,,0,3,10,4,5,1,0
TX,Atascosa,65,1,2,,8,54,510,177,280,53,0
TX,Austin,26,0,3,,3,20,139,52,65,22,0
TX,Bandera,38,0,11,,1,26,246,75,146,25,1
TX,Bastrop,225,5,45,,24,151,822,268,472,82,3
TX,Bell,103,0,42,,9,52,753,199,489,65,27
TX,Bexar,611,20,143,,118,330,"6,784","1,370","4,898",516,53
TX,Bowie,104,1,27,,2,74,489,177,265,47,5
TX,Brazoria,174,6,8,,36,124,"1,079",270,679,130,8
TX,Brazos,80,1,10,,2,67,320,90,206,24,3
TX,Burleson,25,0,6,,3,16,139,64,67,8,1
TX,Caldwell,35,2,0,,6,27,141,60,65,16,2
TX,Callahan,5,0,0,,0,5,64,19,31,14,2
TX,Cameron,195,2,51,,16,126,"1,068",321,705,42,4
TX,Carson,19,0,0,,0,19,40,9,27,4,1
TX,Chambers,134,3,17,,12,102,706,137,523,46,5
TX,Clay,14,3,3,,0,8,100,24,63,13,0
TX,Collin,66,3,18,,2,43,365,107,229,29,1
TX,Comal,146,1,37,,8,100,688,201,432,55,1
TX,Coryell,9,0,0,,1,8,98,41,52,5,0
TX,Crosby,1,0,0,,0,1,3,3,0,0,0
TX,Dallas,45,1,13,,3,28,303,78,187,38,1
TX,Denton,70,1,15,,8,46,630,143,427,60,3
TX,Ector,135,3,24,,35,73,"1,962",361,"1,354",247,1
TX,Ellis,72,3,13,,6,50,458,132,284,42,1
TX,El Paso,267,6,50,,25,186,847,231,556,60,11
TX,Falls,5,1,0,,1,3,84,28,47,9,0
TX,Fort Bend,758,18,83,,141,516,"4,419","1,149","3,006",264,32
TX,Galveston,141,1,23,,22,95,"1,007",292,620,95,16
TX,Goliad,16,0,2,,2,12,92,38,51,3,1
TX,Grayson,70,1,13,,1,55,450,105,283,62,0
TX,Gregg,55,1,7,,10,37,451,149,253,49,2
TX,Guadalupe,60,1,31,,10,18,584,174,347,63,4
TX,Hardin,41,2,11,,0,28,301,108,144,49,3
TX,Harris,"8,854",92,537,,"3,044","5,181","45,228","9,162","29,962","6,104",292
TX,Hays,157,1,28,,22,106,882,262,545,75,1
TX,Hidalgo,586,10,133,,130,313,"4,528","1,417","2,813",298,29
TX,Hood,85,0,11,,7,67,389,121,240,28,6
TX,Hudspeth,4,0,0,,0,4,12,0,11,1,0
TX,Hunt,104,2,9,,9,84,660,259,300,101,3
TX,Irion,1,0,0,,0,1,29,9,20,0,0
TX,Jefferson,70,1,11,,9,49,366,95,231,40,6
TX,Johnson,129,2,25,,5,97,740,220,433,87,9
TX,Kaufman,136,1,28,,11,96,551,196,275,80,0
TX,Lampasas,1,0,0,,0,1,120,33,83,4,0
TX,Liberty,166,2,36,,4,124,685,256,348,81,6
TX,Lubbock,109,0,15,,9,85,686,192,420,74,1
TX,Lynn,2,2,0,,0,0,25,20,3,2,0
TX,Martin,2,0,0,,0,2,67,32,33,2,0
TX,McLennan,96,1,25,,5,65,503,183,265,55,6
TX,Medina,48,2,20,,1,25,372,121,219,32,0
TX,Midland,61,0,1,,6,54,727,125,511,91,0
TX,Montgomery,531,10,52,,90,379,"4,982","1,011","3,480",491,15
TX,Nueces,65,2,9,,2,52,216,92,118,6,1
TX,Oldham,3,0,0,,0,3,8,5,3,0,0
TX,Orange,90,0,10,,7,73,645,196,361,88,9
TX,Parker,110,1,23,,3,83,747,258,428,61,4
TX,Potter,42,3,3,,7,29,235,65,134,36,1
TX,Randall,43,0,14,,1,28,339,94,193,52,2
TX,Robertson,7,0,5,,0,2,95,34,57,4,0
TX,Rockwall,21,0,5,,3,13,70,19,40,11,0
TX,Rusk,92,2,11,,1,78,565,196,310,59,1
TX,San Patricio,31,2,0,,0,29,303,108,169,26,0
TX,Smith,226,2,3,,41,180,"2,259",750,"1,252",257,17
TX,Somervell,13,0,0,,1,12,70,33,32,5,0
TX,Tarrant,113,3,40,,14,56,823,249,481,93,22
TX,Taylor,27,0,6,,0,21,155,74,72,9,0
TX,Tom Green,29,0,18,,4,7,403,190,183,30,4
TX,Travis,684,10,53,,64,557,"3,339",856,"2,234",249,32
TX,Upshur,49,0,3,,4,42,358,162,161,35,0
TX,Victoria,112,0,34,,6,72,501,173,289,39,2
TX,Waller,46,1,22,,1,22,341,114,205,22,0
TX,Webb,35,0,0,,3,32,226,84,138,4,1
TX,Wichita,7,0,0,,0,7,91,38,31,22,0
TX,Williamson,175,1,44,,15,115,"1,366",308,956,102,6
TX,Wilson,29,1,1,,1,26,220,79,111,30,2
TX,Wise,74,1,10,,2,61,273,88,147,38,8
TX,Anderson,55,0,6,,7,42,330,133,157,40,0
TX,Andrews,14,1,6,,0,7,116,31,67,18,0
TX,Angelina,88,0,23,,2,63,539,189,301,49,1
TX,Bailey,10,0,0,,0,10,41,18,21,2,0
TX,Baylor,0,0,0,,0,0,20,12,7,1,0
TX,Bee,25,0,0,,1,24,127,42,78,7,2
TX,Blanco,11,0,4,,0,7,49,13,28,8,0
TX,Borden,4,0,0,,0,4,7,3,3,1,0
TX,Bosque9,4,0,0,,0,4,,,42,2,0
TX,Brewster,6,0,2,,0,4,35,15,19,1,0
TX,Briscoe,0,0,0,,0,0,13,5,7,1,1
TX,Brooks,1,0,0,,0,1,2,2,0,0,0
TX,Brown,22,3,0,,0,19,144,54,85,5,4
TX,Burnet,51,0,21,,1,29,276,87,158,31,0
TX,Calhoun,16,0,2,,0,14,156,47,102,7,0
TX,Camp,6,1,1,,2,2,99,31,55,13,0
TX,Cass,44,0,10,,1,33,326,152,146,28,1
TX,Castro,1,0,0,,0,1,52,22,26,4,0
TX,Cherokee,72,3,16,,2,51,534,201,284,49,1
TX,Childress,0,0,0,,0,0,10,6,3,1,0
TX,Cochran,7,0,4,,0,3,76,20,50,6,0
TX,Coke,1,0,0,,0,1,29,14,12,3,0
TX,Collingsworth,9,0,0,,0,9,12,6,5,1,0
TX,Colorado,33,0,3,,2,28,140,44,73,23,0
TX,Comanche,6,0,0,,0,6,88,24,62,2,0
TX,Concho,1,0,0,,0,1,14,8,4,2,0
TX,Cooke,33,0,5,,2,26,149,64,72,13,2
TX,Cottle,0,0,0,,0,0,0,0,0,0,0
TX,Crane,2,0,0,,0,2,26,9,16,1,0
TX,Crockett,3,0,0,,0,3,37,14,20,3,0
TX,Culberson,0,0,0,,0,0,0,0,0,0,0
TX,Dallam,0,0,0,,0,0,8,5,2,1,0
TX,Dawson,2,0,1,,0,1,45,18,21,6,0
TX,Deaf Smith,4,0,1,,0,3,73,27,41,5,1
TX,Delta,0,0,0,,0,0,28,18,9,1,4
TX,DeWitt,25,0,6,,1,18,123,49,66,8,0
TX,Dickens,1,0,0,,0,1,12,6,6,0,0
TX,Dimmit,3,0,1,,0,2,182,39,135,8,2
TX,Donley,3,0,1,,1,1,45,8,31,6,1
TX,Duval,41,1,0,,1,39,143,55,67,21,4
TX,Eastland,3,0,3,,0,0,57,31,26,0,0
TX,Edwards,4,0,0,,0,4,18,4,11,3,0
TX,Erath,21,0,9,,0,12,105,42,59,4,1
TX,Fannin,25,0,4,,2,19,112,43,52,17,3
TX,Fayette,11,1,2,,2,6,137,54,74,9,4
TX,Fisher,13,0,0,,0,13,53,19,29,5,1
TX,Floyd,10,0,3,,0,7,42,16,23,3,0
TX,Foard,0,0,0,,0,0,0,0,0,0,0
TX,Franklin,27,1,9,,0,17,92,46,40,6,0
TX,Freestone,9,0,0,,0,9,113,52,57,4,0
TX,Frio,6,0,0,,2,4,66,25,36,5,0
TX,Gaines,11,0,4,,1,6,68,27,34,7,1
TX,Garza,10,0,4,,1,5,53,13,37,3,0
TX,Gillespie,4,0,0,,0,4,75,25,42,8,0
TX,Glasscock,0,0,0,,0,0,17,7,8,2,0
TX,Gonzales,19,0,5,,1,13,107,33,67,7,0
TX,Gray,16,0,2,,4,10,114,38,67,9,0
TX,Grimes,23,4,0,,4,15,246,89,141,16,3
TX,Hale,18,0,0,,0,18,91,37,53,1,0
TX,Hall,2,0,0,,1,1,8,5,3,0,0
TX,Hansford,8,0,0,,0,8,11,0,11,0,0
TX,Hardeman,2,0,0,,0,2,39,12,22,5,1
TX,Harrison,53,0,19,,2,32,269,115,141,13,0
TX,Hartley,1,0,0,,0,1,29,12,13,4,0
TX,Haskell,1,0,0,,0,1,38,12,16,10,0
TX,Hemphill,12,0,2,,1,9,37,7,25,5,1
TX,Henderson,206,2,52,,4,148,"1,062",424,543,95,0
TX,Hill,38,0,5,,5,28,268,124,140,4,0
TX,Hockley,25,0,0,,1,24,93,34,54,5,0
TX,Hopkins,22,0,4,,0,18,87,35,45,7,6
TX,Houston,9,1,1,,0,7,144,70,64,10,0
TX,Howard,25,0,4,,1,20,237,66,157,14,6
TX,Hutchinson,21,0,4,,0,17,86,35,41,10,4
TX,Jack,11,0,1,,0,10,41,17,19,5,1
TX,Jackson,18,0,4,,1,13,56,20,29,7,0
TX,Jasper,80,0,27,,3,50,296,135,123,38,3
TX,Jeff Davis,2,0,1,,0,1,8,8,0,0,1
TX,Jim Hogg,2,0,0,,0,2,9,4,5,0,0
TX,Karnes,13,0,1,,3,9,80,17,57,6,0
TX,Kenedy,6,0,3,,0,3,7,3,2,2,0
TX,Kent,3,0,0,,0,3,10,5,5,0,0
TX,Kerr,47,6,19,,1,21,305,82,206,17,2
TX,Kimble,1,0,0,,0,1,14,9,3,2,0
TX,King,0,0,0,,0,0,0,0,0,0,0
TX,Kinney,1,0,0,,0,1,11,10,0,1,0
TX,Kleberg,26,0,7,,1,18,85,17,59,9,0
TX,Knox,4,0,3,,1,0,20,8,11,1,0
TX,Lamar,29,0,10,,3,16,238,69,159,10,2
TX,Lamb,2,0,0,,1,1,73,25,41,7,7
TX,La Salle,7,0,1,,0,6,55,5,49,1,0
TX,Lavaca9,13,0,2,,0,11,,,30,4,0
TX,Lee,16,0,4,,3,9,104,38,62,4,1
TX,Leon,24,0,2,,0,22,211,79,120,12,0
TX,Limestone,19,0,2,,2,15,156,47,99,10,2
TX,Lipscomb,4,0,0,,0,4,12,2,10,0,0
TX,Live Oak,15,2,1,,1,11,147,59,75,13,0
TX,Llano,11,1,2,,0,8,132,50,80,2,0
TX,Loving,0,0,0,,0,0,11,0,10,1,0
TX,Madison,9,0,4,,3,2,102,52,48,2,0
TX,Mason,2,0,0,,0,2,43,19,20,4,0
TX,Matagorda,65,1,9,,6,49,336,126,192,18,1
TX,Maverick,62,0,9,,0,53,482,127,322,33,0
TX,McCulloch,2,1,0,,0,1,6,1,5,0,0
TX,McMullen,1,0,0,,0,1,26,12,14,0,0
TX,Menard,0,0,0,,0,0,4,2,2,0,0
TX,Milam,11,0,0,,0,11,96,32,58,6,0
TX,Mills,2,0,0,,0,2,26,10,14,2,1
TX,Mitchell,1,0,0,,0,1,13,8,5,0,0
